Intervalo de Datas: 01/05/2020 00:00:00 a 18/05/2020 23:59:59,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4930 - Av. João de Oliveira Remião defronte nro 702 - C/B,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
LOM4AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
LOM4BP,Faixa 2 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
10:00:00 - 10:59:59,586.25,731.16,333.94,920.69,950.08,910.90,988.90,951.90,875.99,706.73,861.08,907.81,919.64,905.61,996.36,841.50,434.62,934.38,"14,757.54"
11:00:00 - 11:59:59,614.35,779.92,461.91,992.07,"1,026.33",981.98,"1,027.81","1,047.37",984.16,849.66,981.27,949.41,"1,016.05","1,031.13",988.14,925.26,504.74,988.33,"16,149.89"
12:00:00 - 12:59:59,560.31,806.29,446.74,950.15,913.33,913.29,954.85,"1,025.90","1,017.46",725.51,840.73,858.63,917.68,945.00,"1,004.29",918.85,475.71,857.50,"15,132.22"
13:00:00 - 13:59:59,533.18,725.76,386.51,894.76,999.68,989.62,970.56,"1,018.17",903.36,480.22,919.01,848.09,970.16,970.12,"1,063.85",850.89,475.19,935.28,"14,934.41"
14:00:00 - 14:59:59,570.12,745.96,356.53,"1,010.22","1,063.09","1,039.08","1,065.90","1,168.38",879.16,402.86,"1,079.84","1,004.53",994.95,"1,059.06","1,155.38",880.52,420.05,"1,008.39","15,904.02"
15:00:00 - 15:59:59,631.96,793.61,461.04,"1,122.27","1,149.03","1,151.97","1,174.78","1,231.39",936.15,561.00,"1,176.31","1,055.97","1,153.28","1,144.00","1,242.48",912.74,493.52,"1,136.93","17,528.43"
16:00:00 - 16:59:59,631.50,825.46,497.88,"1,109.40","1,131.46","1,116.22","1,116.70","1,037.09",985.30,658.14,"1,094.13","1,082.38","1,108.57",936.32,"1,092.26",872.25,607.35,"1,155.24","17,057.65"
17:00:00 - 17:59:59,561.14,726.99,549.76,"1,097.62","1,117.69","1,153.87","1,139.69","1,140.36",935.50,684.32,"1,168.49","1,131.52","1,154.86",784.01,"1,122.22",819.35,639.34,"1,160.06","17,086.79"
18:00:00 - 18:59:59,622.00,708.96,615.89,"1,095.86","1,089.00","1,167.50","1,209.39","1,194.14",907.35,761.99,"1,113.32","1,142.52","1,183.39",776.46,"1,176.46",833.45,694.83,"1,164.81","17,457.32"
19:00:00 - 19:59:59,590.09,688.27,557.95,731.92,795.42,854.65,946.29,"1,003.03",814.20,710.77,761.17,827.51,908.38,563.31,"1,043.06",723.35,588.60,820.24,"13,928.21"
20:00:00 - 20:59:59,427.56,483.39,363.32,498.33,488.99,522.36,572.93,686.71,601.70,449.63,476.33,477.27,557.95,335.88,701.53,495.89,406.76,509.42,"9,055.95"
21:00:00 - 21:59:59,324.43,319.45,249.84,313.14,320.97,353.64,381.28,417.37,410.91,316.53,314.70,319.29,318.09,183.23,388.75,350.10,286.16,326.78,"5,894.66"
22:00:00 - 22:59:59,259.91,217.80,192.53,229.19,239.65,227.32,238.83,331.74,296.75,220.85,197.54,233.01,241.31,151.42,315.28,293.26,196.87,213.68,"4,296.94"
23:00:00 - 23:59:59,210.26,195.80,142.52,185.88,182.34,174.00,184.48,213.01,249.57,179.38,150.37,188.69,193.16,106.41,221.94,205.48,164.87,143.40,"3,291.56"
Total,"8,937.22","10,751.46","6,919.67","14,084.74","14,585.92","14,544.72","14,968.12","15,557.14","13,190.79","9,288.64","14,166.12","14,100.58","14,708.05","13,022.89","15,612.73","12,281.06","7,827.08","14,514.87","229,061.80"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4934 - Av. Assis Brasil DF 4945 B/C,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
ABR4EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
ABR4FP,Faixa 2 central,,,,,,,,,,,,,,,,,,
ABR4GP,Faixa 3 central,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,96.62,74.46,95.30,54.63,61.49,48.65,78.65,71.14,94.47,98.45,69.30,58.32,66.30,83.48,76.96,117.10,116.77,74.13,"1,436.22"
01:00:00 - 01:59:59,77.96,64.99,66.14,36.98,37.65,54.82,55.99,53.99,81.48,77.82,45.49,48.82,47.65,59.48,56.15,73.16,106.31,41.15,"1,086.03"
02:00:00 - 02:59:59,54.80,56.48,46.66,23.99,24.32,23.50,29.49,31.97,57.63,49.99,28.99,25.82,39.49,39.98,33.99,61.48,51.15,24.66,704.39
03:00:00 - 03:59:59,46.16,52.82,37.99,22.82,21.32,23.49,25.33,27.32,48.65,37.65,23.66,25.66,23.99,16.66,39.99,43.99,42.99,22.99,583.48
04:00:00 - 04:59:59,37.83,50.15,36.31,43.99,41.66,33.98,31.82,36.82,43.99,31.16,43.83,47.83,40.32,34.32,36.83,39.32,32.99,45.99,709.14
05:00:00 - 05:59:59,86.47,117.49,92.32,193.45,182.28,188.79,175.14,191.30,119.80,84.82,178.96,184.98,166.81,173.97,169.65,120.66,93.30,187.81,"2,708.00"
06:00:00 - 06:59:59,334.21,384.71,245.62,759.72,745.41,738.55,726.88,734.06,440.34,274.55,702.57,749.67,710.49,726.08,714.06,391.19,269.60,730.72,"10,378.43"
07:00:00 - 07:59:59,288.08,396.02,198.62,"1,156.42","1,207.63","1,193.09","1,200.31","1,258.59",500.99,209.09,"1,274.54","1,237.92","1,266.01","1,245.11","1,250.12",510.84,221.77,"1,239.23","15,854.38"
08:00:00 - 08:59:59,389.39,563.51,220.80,"1,261.63","1,402.16","1,366.40","1,259.92","1,379.92",649.64,232.45,"1,309.10","1,351.09","1,370.36","1,290.50","1,362.42",683.96,196.80,"1,363.99","17,654.04"
09:00:00 - 09:59:59,357.43,647.19,248.46,"1,056.73","1,076.39","1,107.35","1,096.05","1,204.34",815.72,353.76,"1,095.24","1,146.81","1,127.06","1,123.00","1,157.69",743.95,276.26,"1,094.24","15,727.67"
10:00:00 - 10:59:59,454.85,803.59,362.36,"1,082.74","1,079.25","1,093.74","1,108.86","1,130.52",969.69,559.18,"1,022.20",974.55,"1,037.46","1,014.59",999.61,868.03,395.86,"1,021.97","15,979.05"
11:00:00 - 11:59:59,500.91,846.10,455.32,972.91,972.10,"1,004.56",988.44,"1,132.47","1,089.10",751.59,"1,019.16",898.52,974.58,"1,035.49","1,058.68",959.79,521.77,"1,017.92","16,199.41"
12:00:00 - 12:59:59,493.31,795.32,483.63,958.76,989.42,"1,058.06","1,000.42","1,018.59",978.78,673.64,968.24,934.22,990.02,"1,042.49","1,025.53",919.65,505.26,940.24,"15,775.58"
13:00:00 - 13:59:59,468.62,710.59,404.14,"1,026.57","1,129.26","1,128.80","1,155.56","1,168.91",892.66,383.00,"1,106.39","1,024.85","1,147.50","1,175.12","1,133.05",831.32,427.29,"1,123.61","16,437.24"
14:00:00 - 14:59:59,508.47,777.79,417.03,"1,155.59","1,161.74","1,171.55","1,188.09","1,287.68","1,005.04",385.31,"1,194.39",955.58,"1,188.66","1,282.03","1,215.57",896.52,476.33,"1,147.83","17,415.20"
15:00:00 - 15:59:59,583.49,872.05,603.15,"1,113.83","1,140.49","1,181.64","1,160.77","1,336.12","1,063.91",586.35,"1,129.10",939.57,"1,144.38","1,127.97","1,205.18",923.92,629.32,"1,141.91","17,883.15"
16:00:00 - 16:59:59,608.64,868.09,657.49,"1,045.27","1,023.49","1,095.79","1,091.97","1,211.89","1,043.90",702.00,"1,102.95","1,000.98","1,063.87","1,109.59","1,174.27",936.56,692.67,"1,098.13","17,527.55"
17:00:00 - 17:59:59,579.75,812.66,742.02,"1,042.69","1,095.50","1,053.57","1,109.79","1,221.05","1,043.48",846.96,"1,086.27","1,055.75","1,144.88","1,121.09","1,139.77",876.86,742.12,"1,132.66","17,846.87"
18:00:00 - 18:59:59,741.55,825.39,859.12,"1,060.56","1,014.04","1,059.55","1,093.35","1,110.73",972.74,930.83,"1,042.08",966.39,"1,083.00","1,091.78","1,106.56",931.52,914.31,"1,082.55","17,886.05"
19:00:00 - 19:59:59,505.82,602.87,643.59,671.80,642.08,637.81,756.02,806.75,758.18,675.92,592.51,626.76,681.53,733.83,731.10,686.35,692.74,648.76,"12,094.42"
20:00:00 - 20:59:59,380.86,426.59,500.76,415.80,403.43,443.22,461.38,562.28,520.58,429.96,380.21,372.65,380.45,417.04,525.00,450.18,448.75,405.12,"7,924.26"
21:00:00 - 21:59:59,290.72,282.09,277.49,251.84,289.99,272.99,320.65,389.31,373.58,318.32,241.05,237.86,271.96,308.46,373.10,356.54,325.92,258.80,"5,440.67"
22:00:00 - 22:59:59,204.36,222.16,201.38,197.75,204.91,199.39,209.66,263.11,239.95,197.24,165.08,160.43,203.56,196.22,251.46,251.44,210.58,184.73,"3,763.41"
23:00:00 - 23:59:59,125.76,132.40,120.93,105.63,120.60,130.41,121.29,164.23,164.27,133.12,100.96,112.96,122.77,119.95,155.25,158.37,117.61,107.60,"2,314.11"
Total,"8,216.06","11,385.51","8,016.63","15,712.10","16,066.61","16,309.70","16,445.83","17,793.09","13,968.57","9,023.16","15,922.27","15,137.99","16,293.10","16,568.23","16,991.99","12,832.70","8,508.47","16,136.74","251,328.75"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4935 - Av. Bento Gonçalves 9519 - C/B,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
BEN1AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
BEN1BP,Faixa 2 central,,,,,,,,,,,,,,,,,,
BEN1CP,Faixa 3 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,222.81,186.65,213.32,140.66,163.81,159.15,181.82,189.31,262.14,274.81,187.65,140.15,147.81,200.31,179.15,217.64,244.82,165.65,"3,477.66"
01:00:00 - 01:59:59,151.49,107.49,136.50,91.33,85.49,94.99,106.50,111.83,165.65,192.99,107.82,87.16,100.99,103.00,111.99,151.49,176.81,76.50,"2,160.02"
02:00:00 - 02:59:59,104.83,75.00,82.16,52.33,43.50,49.33,65.00,56.83,99.00,103.98,81.83,52.66,42.83,57.33,46.83,90.66,127.66,75.32,"1,307.08"
03:00:00 - 03:59:59,79.99,59.33,69.00,34.83,39.99,31.83,43.33,49.83,68.66,89.33,53.33,41.33,39.00,32.83,37.00,69.66,98.00,40.83,978.10
04:00:00 - 04:59:59,69.00,62.33,60.66,27.83,51.83,38.16,38.83,48.33,75.00,69.33,37.83,40.49,40.50,48.66,39.00,59.49,76.83,38.50,922.60
05:00:00 - 05:59:59,110.16,75.83,69.83,104.33,94.32,99.66,109.00,101.47,122.99,93.83,105.82,114.83,92.66,122.65,114.48,103.16,100.83,107.99,"1,843.84"
06:00:00 - 06:59:59,272.65,256.49,192.48,351.96,313.15,329.14,307.82,339.81,256.49,210.98,362.15,327.83,309.33,320.81,308.99,258.48,214.66,329.82,"5,263.04"
07:00:00 - 07:59:59,599.27,614.13,504.80,837.28,879.97,822.44,855.60,816.44,732.96,470.31,906.61,844.46,863.96,885.59,886.10,676.28,531.74,868.60,"13,596.54"
08:00:00 - 08:59:59,635.77,667.79,395.66,833.63,834.63,813.96,847.97,878.64,751.95,526.48,854.31,819.64,800.30,874.29,895.46,767.81,467.46,927.81,"13,593.56"
09:00:00 - 09:59:59,677.79,806.64,445.65,764.80,758.97,822.79,831.13,903.12,965.61,782.81,818.63,814.14,773.29,844.29,837.29,885.97,481.97,798.79,"14,013.68"
10:00:00 - 10:59:59,889.14,974.81,661.48,866.14,892.12,829.97,808.30,943.62,"1,166.61","1,301.96",919.97,856.64,962.79,934.95,990.63,948.79,145.16,826.48,"15,919.56"
11:00:00 - 11:59:59,875.96,"1,052.27",729.30,998.46,909.97,783.64,866.79,"1,004.93","1,231.78","1,609.07",997.93,903.81,994.96,"1,005.62","1,080.78","1,118.13",0.00,997.94,"17,161.34"
12:00:00 - 12:59:59,789.79,"1,013.61",624.45,"1,054.63",969.11,910.96,883.79,"1,124.63","1,323.61","1,310.60","1,049.78",959.81,966.79,"1,038.59","1,124.45","1,197.27",170.16,944.94,"17,456.97"
13:00:00 - 13:59:59,809.29,939.26,591.45,982.08,895.60,"1,057.43","1,126.26","1,166.59","1,232.41",805.63,"1,031.94",961.97,"1,009.97","1,068.77","1,077.60","1,152.77",688.45,976.28,"17,573.75"
14:00:00 - 14:59:59,861.27,"1,024.77",587.14,"1,125.12",981.76,"1,168.60","1,233.91","1,242.45","1,212.59",685.81,"1,148.41","1,138.96","1,176.29","1,214.45","1,326.56","1,132.12",685.97,"1,089.26","19,035.44"
15:00:00 - 15:59:59,943.78,"1,060.43",654.28,"1,278.56","1,101.43","1,258.93","1,368.91","1,382.73","1,418.27",930.10,"1,428.09","1,348.93","1,436.60","1,386.24","1,485.39","1,289.24",797.10,"1,379.10","21,948.11"
16:00:00 - 16:59:59,966.76,"1,096.93",761.96,"1,708.38","1,495.72","1,617.54","1,797.06","1,878.50","1,427.26","1,125.11","1,578.19","1,634.55","1,700.90","1,707.55","1,815.02","1,244.13",847.60,"1,692.39","26,095.55"
17:00:00 - 17:59:59,"1,071.94","1,139.42",817.43,"2,015.03","1,828.79","1,942.46","2,080.02","2,202.08","1,490.28","1,207.75","1,940.00","1,949.54","2,016.02","2,031.16","2,302.32","1,312.43",948.48,"2,089.65","30,384.80"
18:00:00 - 18:59:59,"1,065.78","1,172.25",954.93,"2,006.60","1,675.65","1,986.94","2,029.64","2,372.57","1,440.41","1,387.42","2,038.00","2,020.81","2,016.31","2,306.77","2,233.19","1,312.76","1,002.07","2,111.43","31,133.53"
19:00:00 - 19:59:59,"1,074.44","1,109.65","1,007.58","1,327.73","1,955.52","1,606.20","1,593.21","1,919.99","1,458.25","1,287.45","1,371.27","1,348.08","1,439.58","1,543.07","1,872.71","1,287.11","1,069.75","1,463.74","25,735.33"
20:00:00 - 20:59:59,674.47,795.78,612.81,758.62,796.60,851.12,866.12,"1,150.23",984.77,856.96,788.23,708.78,809.94,781.44,"1,064.11",869.47,685.62,773.60,"14,828.67"
21:00:00 - 21:59:59,492.65,442.64,422.97,504.97,483.15,480.13,555.46,673.13,685.46,569.31,461.15,410.64,482.97,486.14,603.64,526.29,473.80,448.64,"9,203.14"
22:00:00 - 22:59:59,332.49,425.97,322.65,357.13,380.64,400.31,355.13,484.47,518.14,415.82,326.14,324.99,389.98,386.97,453.14,395.47,364.13,341.14,"6,974.71"
23:00:00 - 23:59:59,268.13,328.81,249.15,224.81,245.15,260.15,262.65,357.14,360.47,281.99,259.64,227.32,260.98,285.99,355.30,395.62,242.97,238.16,"5,104.43"
Total,"14,039.65","15,488.28","11,167.64","18,447.24","17,876.87","18,415.83","19,214.25","21,398.67","19,450.76","16,589.83","18,854.72","18,077.52","18,874.75","19,667.47","21,241.13","17,462.24","10,642.04","18,802.56","315,711.45"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4936 - Av. Bento Gonçalves defronte 9535 - B/C,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
BEN1EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
BEN1FP,Faixa 2 central,,,,,,,,,,,,,,,,,,
BEN1GP,Faixa 3 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,170.24,166.07,195.24,147.61,132.79,105.30,120.97,142.27,191.10,274.76,168.12,128.46,116.96,141.29,139.79,198.28,263.41,138.94,"2,941.60"
01:00:00 - 01:59:59,128.93,113.46,140.13,59.46,57.48,72.46,73.14,92.64,152.95,173.44,93.46,61.16,77.65,86.81,85.48,115.12,184.95,75.32,"1,844.04"
02:00:00 - 02:59:59,68.64,68.62,93.63,48.81,32.15,37.82,35.98,56.83,80.28,101.15,55.97,42.83,31.66,43.15,44.15,64.81,105.98,55.81,"1,068.27"
03:00:00 - 03:59:59,61.14,59.48,72.15,56.32,28.99,29.83,41.15,39.48,72.48,79.63,44.97,34.66,32.32,40.16,30.47,57.15,85.48,45.65,911.51
04:00:00 - 04:59:59,83.14,82.47,72.31,99.47,95.13,71.80,96.61,88.96,98.97,80.15,96.47,86.96,84.31,82.96,85.29,86.14,68.81,90.95,"1,550.90"
05:00:00 - 05:59:59,192.09,236.73,148.76,433.80,391.17,403.44,404.13,376.02,276.72,178.25,433.00,426.05,396.89,399.17,374.65,267.40,197.27,435.35,"5,970.89"
06:00:00 - 06:59:59,672.58,767.57,580.80,"1,575.11","1,508.09","1,481.85","1,471.04","1,502.30",875.05,541.90,"1,524.76","1,525.04","1,489.60","1,498.99","1,479.99",834.60,567.38,"1,526.24","21,422.89"
07:00:00 - 07:59:59,667.86,864.52,389.32,"1,514.14","1,890.12","1,542.86","2,005.53","2,069.23","1,013.88",448.99,"2,070.00","1,843.89","1,630.52","2,049.76","1,959.32",982.71,432.17,"1,959.15","25,333.97"
08:00:00 - 08:59:59,681.72,931.10,344.21,846.16,"1,486.42",936.62,"1,521.36","1,617.39","1,157.29",474.83,"1,533.74","1,547.04",911.62,"1,663.19","1,753.71","1,119.68",368.70,"1,766.59","20,661.37"
09:00:00 - 09:59:59,651.07,867.10,431.02,"1,120.80","1,247.16","1,229.67","1,294.70","1,342.04","1,090.77",750.81,"1,318.27","1,234.84","1,454.51","1,334.85","1,291.89","1,013.65",453.20,"1,313.93","19,440.28"
10:00:00 - 10:59:59,726.14,944.28,666.36,"1,127.64","1,117.00","1,112.76","1,099.25","1,233.05","1,181.45","1,157.93","1,184.63","1,138.10","1,118.73","1,129.45","1,127.94","1,034.71",442.63,"1,123.44","18,665.49"
11:00:00 - 11:59:59,781.43,"1,008.90",735.55,"1,075.49",957.26,"1,033.23",992.92,"1,148.34","1,151.55","1,496.61","1,072.10",968.90,"1,037.30","1,045.53","1,061.85","1,029.68",0.00,"1,016.02","17,612.66"
12:00:00 - 12:59:59,693.11,918.66,733.47,"1,072.68","1,103.47","1,080.52","1,121.67","1,150.37","1,133.63","1,276.48","1,117.00","1,056.43","1,123.67","1,075.53","1,087.05",965.09,200.12,"1,119.17","18,028.12"
13:00:00 - 13:59:59,697.84,838.00,611.43,"1,235.10","1,167.91","1,209.01","1,319.77","1,379.93","1,012.11",715.29,"1,259.79","1,175.95","1,318.48","1,268.80","1,260.43",923.13,582.94,"1,302.61","19,278.52"
14:00:00 - 14:59:59,815.55,997.46,737.56,"1,203.09","1,171.44","1,225.70","1,287.23","1,243.29","1,205.36",791.26,"1,315.64","1,171.97","1,205.40","1,281.01","1,312.16","1,077.64",751.47,"1,240.67","20,033.90"
15:00:00 - 15:59:59,893.65,"1,065.58",918.87,"1,319.22","1,152.29","1,217.56","1,341.90","1,433.80","1,277.91","1,075.88","1,253.99","1,082.30","1,180.75","1,165.61","1,353.01","1,100.12","1,010.51","1,147.10","20,990.05"
16:00:00 - 16:59:59,923.54,"1,114.62","1,144.81","1,258.93","1,085.34","1,197.94","1,303.34","1,344.67","1,335.75","1,505.96","1,256.40","1,208.79","1,176.09","1,293.73","1,337.87","1,289.18","1,176.17","1,253.74","22,206.87"
17:00:00 - 17:59:59,"1,092.06","1,237.20","1,321.23","1,366.43","1,258.19","1,361.42","1,412.21","1,518.37","1,622.63","1,828.94","1,309.05","1,275.83","1,306.17","1,364.77","1,433.17","1,356.01","1,400.23","1,324.62","24,788.53"
18:00:00 - 18:59:59,"1,287.13","1,411.76","1,546.72","1,370.76","1,277.91","1,428.44","1,384.70","1,587.48","1,742.13","2,291.67","1,411.81","1,234.96","1,293.35","1,406.42","1,542.36","1,567.41","1,638.74","1,379.01","26,802.76"
19:00:00 - 19:59:59,928.88,959.37,"1,177.49",859.02,881.00,949.71,984.68,"1,176.45","1,358.79","1,497.24",871.67,796.49,805.43,906.70,"1,096.67","1,078.44","1,154.98",930.28,"18,413.29"
20:00:00 - 20:59:59,630.09,662.43,773.65,650.10,609.26,624.96,651.49,890.89,919.07,985.95,615.90,519.90,584.99,613.64,721.24,738.80,760.99,592.00,"12,545.35"
21:00:00 - 21:59:59,436.67,451.84,447.02,424.67,396.19,460.34,483.49,610.43,616.94,679.83,385.74,342.22,414.52,430.31,517.61,519.15,523.32,436.67,"8,576.96"
22:00:00 - 22:59:59,331.02,385.21,375.06,297.56,283.54,338.86,341.74,439.16,472.66,462.19,311.91,276.59,366.40,361.42,402.04,427.17,362.71,328.37,"6,563.61"
23:00:00 - 23:59:59,271.06,299.75,205.93,179.09,182.61,196.27,205.43,279.72,342.84,314.38,180.63,173.13,198.93,205.76,273.07,362.22,228.57,174.27,"4,273.66"
Total,"13,885.58","16,452.18","13,862.72","19,341.46","19,512.91","19,348.37","20,994.43","22,763.11","20,382.31","19,183.52","20,885.02","19,352.49","19,356.25","20,889.01","21,771.21","18,208.29","12,960.73","20,775.90","339,925.49"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4937 - Av. Bento Gonçalves 8083 - C/B,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
BEN2AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
BEN2BP,Faixa 2 central,,,,,,,,,,,,,,,,,,
BEN2CP,Faixa 3 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,387.16,310.36,370.21,221.75,255.58,291.38,273.17,311.87,394.97,446.98,323.39,220.93,268.68,316.02,321.53,388.12,430.30,262.67,"5,795.07"
01:00:00 - 01:59:59,234.95,188.07,197.11,129.48,135.62,183.12,161.96,187.78,247.07,284.90,165.79,157.13,175.61,172.94,174.12,246.08,303.42,113.62,"3,458.77"
02:00:00 - 02:59:59,160.79,115.46,144.63,77.31,71.48,99.47,103.13,91.97,152.28,178.45,114.81,88.66,79.49,92.81,103.80,141.30,200.63,100.80,"2,117.27"
03:00:00 - 03:59:59,122.14,102.14,93.14,40.32,53.98,54.32,57.32,71.99,113.97,122.30,61.65,64.65,59.82,57.48,57.16,97.65,130.62,53.48,"1,414.13"
04:00:00 - 04:59:59,91.81,96.98,87.14,54.16,92.65,71.32,75.14,83.65,111.46,110.14,85.82,84.65,87.31,94.49,82.98,93.47,102.82,62.31,"1,568.30"
05:00:00 - 05:59:59,177.98,151.64,126.65,199.64,203.99,236.32,237.65,216.14,189.15,152.48,239.64,216.99,229.82,233.98,252.12,184.64,160.46,231.47,"3,640.76"
06:00:00 - 06:59:59,415.54,414.86,326.22,595.06,572.51,590.35,542.55,562.73,468.04,322.41,597.00,596.78,568.24,570.73,578.38,443.05,353.42,580.51,"9,098.38"
07:00:00 - 07:59:59,886.78,895.85,722.71,"1,256.85","1,254.96","1,232.68","1,315.14","1,207.81","1,053.30",720.25,886.10,"1,234.66","1,297.05","1,289.72","1,323.39","1,031.54",752.54,"1,327.46","19,688.79"
08:00:00 - 08:59:59,875.65,930.27,572.40,"1,309.63","1,296.40","1,247.75","1,223.59","1,270.04","1,064.79",721.19,"1,266.58","1,317.07","1,266.98","1,348.25","1,352.90","1,077.94",638.52,"1,433.70","20,213.65"
09:00:00 - 09:59:59,942.52,"1,102.17",627.05,"1,222.47","1,262.12","1,349.90","1,208.93","1,304.59","1,381.24","1,189.35","1,296.80","1,215.72","1,212.98","1,316.62","1,271.11","1,223.09",694.05,"1,274.08","21,094.79"
10:00:00 - 10:59:59,"1,237.51","1,400.97",869.70,"1,346.76","1,360.90","1,287.01","1,176.05","1,398.93","1,588.77","1,919.56","1,371.93","1,327.70","1,361.63","1,421.74","1,579.27","1,399.89",216.81,"1,288.45","23,553.58"
11:00:00 - 11:59:59,"1,299.43","1,580.88","1,042.16","1,514.35","1,427.54","1,227.17","1,258.46","1,557.67","1,855.68","2,282.39","1,484.68","1,475.34","1,543.39","1,554.20","1,552.05","1,653.81",181.78,"1,559.01","26,049.99"
12:00:00 - 12:59:59,"1,200.73","1,650.27",909.68,"1,526.96","1,554.31","1,339.58","1,405.77","1,667.45","1,984.68","1,926.47","1,567.22","1,491.78","1,497.17","1,560.61","1,681.02","1,874.56","1,084.11","1,491.21","27,413.58"
13:00:00 - 13:59:59,"1,195.18","1,434.65",862.17,"1,420.60","1,339.16","1,644.91","1,680.94","1,705.51","1,878.57","1,203.44","1,556.83","1,509.24","1,500.00","1,535.50","1,612.48","1,781.90","1,009.66","1,490.21","26,360.95"
14:00:00 - 14:59:59,"1,231.83","1,480.69",882.33,"1,683.36","1,358.11","1,661.39","1,739.01","1,806.13","1,812.23",972.97,"1,690.39","1,743.16","1,787.88","1,804.10","1,867.76","1,690.15",962.47,"1,668.00","27,841.96"
15:00:00 - 15:59:59,"1,313.75","1,597.24",978.10,"2,004.57","1,580.61","1,972.98","2,010.22","2,022.15","2,023.23","1,331.08","2,071.21","2,041.00","2,149.68","2,106.18","2,275.41","1,891.36","1,064.67","2,017.22","32,450.66"
16:00:00 - 16:59:59,"1,396.09","1,640.32","1,058.99","2,477.95","2,191.56","2,319.00","2,518.33","2,758.21","2,040.99","1,570.37","2,479.36","2,441.97","2,558.02","2,588.54","2,693.95","1,821.95","1,160.15","2,529.47","38,245.22"
17:00:00 - 17:59:59,"1,465.22","1,675.99","1,217.44","2,870.05","2,662.95","2,753.09","2,930.98","3,128.78","2,107.83","1,703.73","2,886.26","2,846.34","2,967.06","2,916.76","3,249.08","1,918.28","1,284.30","3,051.36","43,635.50"
18:00:00 - 18:59:59,"1,542.73","1,744.20","1,410.22","3,073.67","2,581.10","2,916.62","3,026.51","3,273.82","2,094.81","1,825.88","3,010.71","3,002.14","3,106.16","3,326.88","3,266.91","1,929.81","1,428.38","3,163.52","45,724.07"
19:00:00 - 19:59:59,"1,580.80","1,628.50","1,440.86","1,995.02","2,896.47","2,424.23","2,334.40","2,730.09","2,133.57","1,834.89","1,968.99","1,950.42","2,087.62","2,225.75","2,629.84","1,878.92","1,595.52","2,089.23","37,425.12"
20:00:00 - 20:59:59,"1,019.08","1,143.75",964.77,"1,140.01","1,209.91","1,273.76","1,311.27","1,699.75","1,422.37","1,275.31","1,192.25","1,106.07","1,203.82","1,195.68","1,558.14","1,210.70","1,029.45","1,140.88","22,096.97"
21:00:00 - 21:59:59,770.34,691.95,641.96,760.42,743.19,754.20,836.10,"1,061.15","1,027.58",851.82,696.55,681.28,755.11,764.60,885.88,869.44,735.49,731.94,"14,259.00"
22:00:00 - 22:59:59,568.60,642.92,477.67,553.60,579.56,666.00,610.92,796.99,798.83,638.52,535.55,536.75,557.10,579.74,664.84,637.09,522.66,581.62,"10,948.96"
